nform,nper,ola,f10,f11,f12,f2,f3,f4,f5,f6,g7a,g2a,g2b,g4,g6,h1,h2,h3,h4,h5,h6,h7,h12,h11,h10a,h10,f1,f7,f8,f9,g1,g3,g5,g7,g8a,g8b,h8,h9a,h9b1,h9b2,h9b3,h9b4,h9b5,h9b6,h9b7,h9b8,h13,h11a
7239,3,3,jefe,34,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,55,0,trab. cuenta propia sin local,no,2000,,,,,5000,,2000,,si,,3,13,1,9,1,0,9,,2,,1,1360,,14,15,,,,,,,1
7239,13,3,hijo/a sólo del jefe,6,mujer,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,2,,2,1,,,,,,,,,,,,,,,,,,1
7239,14,3,hijo/a de ambos,3,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
7239,15,3,hijo/a de ambos,1,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
7239,16,3,cónyuge,34,hombre,unido/a,no asiste pero asistió,secundaria,no,4,si,40,4,asalariado privado,si,20000,2000,,,,,,,,si,,3,99,2,1,1,0,9,,2,,1,,,,,,,,,,2500,1
7240,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7240,2,3,jefe,46,mujer,sep./divorciado/a,asiste actualmente,primario común,no,6,si,16,0,asalariado privado,no,999999,,,,,,,,,si,,9,,1,9,1,0,99,,2,,3,2700,1,,,,,,,,,1
7240,3,3,hijo/a sólo del jefe,30,mujer,unido/a,no asiste pero asistió,secundaria,si,6,si,8,0,ns/nc,ns/nc,999999,,,,,,,,,si,,9,99,2,9,1,0,99,,2,,,,,,,,,,,,,1
7240,5,3,hijo/a sólo del jefe,25,mujer,soltero/a,no asiste pero asistió,secundaria,si,6,si,40,0,asalariado privado,ns/nc,7000,,,,,,,,,si,,9,99,2,9,1,0,99,,2,,9,,,,,,,,,,,1
7240,6,3,hijo/a sólo del jefe,23,mujer,unido/a,no asiste pero asistió,secundaria,si,6,si,12,0,asalariado privado,ns/nc,7000,,,,,,,,,si,,9,99,1,9,1,0,99,,2,,9,,,,,,,,,,,1
7240,13,3,yerno/nuera,25,hombre,unido/a,,,,,si,12,0,asalariado privado,ns/nc,999999,,,,,,,,,si,,9,,1,9,1,0,99,,2,,,,,,,,,,,,,1
7240,14,3,yerno/nuera,22,hombre,unido/a,,,,,si,12,0,asalariado privado,ns/nc,999999,,,,,,,,,si,,9,,1,9,1,0,99,,2,,,,,,,,,,,,,1
7240,15,3,nieto/a,6,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7240,16,3,nieto/a,3,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7241,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7241,3,3,jefe,44,mujer,unido/a,asiste actualmente,ens. técnica,no,1,no,,,,,,,,,,,,,,si,,3,,1,2,2,,,0,2,,3,2960,1,8,9,,,,,,,1
7241,7,3,hijo/a sólo del jefe,20,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,12,1,2,7,,,,2,,,,,,,,,,,,,1
7241,8,3,hijo/a sólo del jefe,10,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7241,9,3,hijo/a sólo del jefe,9,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7241,13,3,cónyuge,35,hombre,unido/a,no asiste pero asistió,primario común,no,3,si,40,0,trab. cuenta propia sin local,no,5000,,,,,,,,,si,,3,8,1,2,1,0,9,,2,,,,,,,,,,,,,1
7242,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7242,2,3,jefe,62,hombre,casado/a,no asiste pero asistió,ens. técnica,no,3,si,48,0,asalariado privado,si,20000,,,,,,,999999,,si,,3,17,1,2,1,0,3,,2,,,,,,,,,,,,999999,1
7242,3,3,cónyuge,48,mujer,casado/a,no asiste pero asistió,secundaria,no,2,si,60,0,trab. cuenta propia con local,no,3000,,,,,,,,,si,,3,14,1,2,1,0,5,,2,,,794,1,,,,,,,,999999,1
7242,4,3,hijo/a de ambos,26,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,70,0,trab. cuenta propia sin local,si,999999,,,,,,,,,si,,3,13,2,1,1,0,9,,2,,,,,,,,,,,,,1
7242,5,3,hijo/a de ambos,23,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,50,0,asalariado privado,no,18000,,,,,,,,,si,,3,13,2,1,1,0,8,,2,,,,,,,,,,,,,1
7242,7,3,hijo/a de ambos,18,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,48,0,miembro coop. de prod.,no,10000,,,,,,,,,si,,3,14,1,2,1,0,3,,2,,,,,,,,,,,,,1
7243,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,1,1,,,,,,,,,,,,,,,,,,1
7243,2,3,cónyuge,39,hombre,unido/a,no asiste pero asistió,secundaria,si,6,si,,,,,,,,,,,,,,si,,9,99,1,1,2,,,6,2,,,,,,,,,,,,,1
7243,3,3,jefe,35,mujer,unido/a,no asiste pero asistió,secundaria,no,4,si,12,0,asalariado privado,no,5000,,,,,,,,,si,,9,16,1,1,1,0,4,,2,,3,280,1,5,6,4,,,,,0,1
7243,4,3,hijo/a de ambos,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,9,,1,1,,,,,,,,,,,,,,,,,,1
7243,5,3,hijo/a de ambos,8,mujer,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,9,,1,1,,,,,,,,,,,,,,,,,,1
7243,13,3,hijo/a de ambos,6,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,9,,1,1,,,,,,,,,,,,,,,,,,1
7244,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7244,2,3,jefe,31,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,35,0,asalariado privado,no,6000,,,,,,,,,si,,3,99,1,2,1,0,5,,2,,,,,,,,,,,,,1
7244,3,3,cónyuge,32,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,1,2,6,,,,2,,,2000,1,5,6,13,,,,,,1
7244,5,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7244,6,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7244,13,3,hijo/a de ambos,3,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7245,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,1,9,3,,,,2,,,,,,,,,,,,,1
7245,2,3,otros familiares,36,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,40,0,trab. cuenta propia con local,no,2600,,,,,,,,,si,,9,35,1,9,1,0,9,,2,,3,1864,1,5,,,,,,,,1
7245,3,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7245,4,3,hijo/a sólo del cónyuge,18,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,40,0,trab. cuenta propia con local,si,2018,,,,,,,,,si,,9,12,1,9,1,0,9,,2,,,,,,,,,,,,,1
7245,5,3,suegro/a,80,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,9,,99,9,5,,,,2,,,,,,,,,,,,,1
7245,6,3,jefe,45,hombre,unido/a,no asiste pero asistió,ens. técnica,no,2,si,40,0,trab. cuenta propia con local,si,4500,,,,,,,2500,,si,,9,14,1,9,1,0,9,,2,,,,,,,,,,,,,1
7246,1,3,hijo/a sólo del cónyuge,14,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,9,14,1,9,7,,,,2,,,,,,,,,,,,,1
7246,2,3,otros familiares,37,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,,,,,,,1400,,,,,,,si,,9,12,1,9,6,,,,2,,,,,,,,,,,,,1
7246,5,3,hijo/a sólo del cónyuge,16,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,13,1,9,7,,,,2,,,,,,,,,,,,,1
7246,6,3,hijo/a sólo del cónyuge,10,hombre,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7246,7,3,hijo/a sólo del cónyuge,7,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7246,13,3,hijo/a de ambos,2,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7246,14,3,hijo/a de ambos,2,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,9,,1,9,,,,,,,,,,,,,,,,,,1
7246,15,3,jefe,28,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,40,0,trab. cuenta propia sin local,no,3000,,,,,,,2500,,si,,9,12,1,9,1,0,9,,2,,,,,,,,,,,,,1
7249,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
7249,4,3,jefe,49,mujer,soltero/a,no asiste pero asistió,primario especial,no,99,si,,,,,,,,,,,,1500,,si,,1,99,1,2,6,,,,2,,3,1700,1,8,,,,,,,,1
7249,8,3,hijo/a sólo del jefe,17,mujer,soltero/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,,,si,,1,16,1,2,7,,,,2,,,,,,,,,,,,,1
7249,9,3,hijo/a sólo del jefe,20,hombre,soltero/a,no asiste pero asistió,ens. técnica,no,3,si,,,,,,,,,,,,,,si,,1,17,1,2,2,,,10,2,,,,,,,,,,,,,1
7250,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,ens. técnica,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7250,2,3,jefe,45,hombre,casado/a,no asiste pero asistió,ens. técnica,no,3,si,40,0,trab. cuenta propia sin local,no,3000,,,,,,,2000,,si,,3,15,1,2,1,0,9,,2,,3,1236,1,,,,,,,,,1
7250,3,3,cónyuge,47,mujer,casado/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,14,1,2,6,,,,2,,,,,,,,,,,,,1
7251,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7251,2,3,jefe,30,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,0,0,asalariado privado,no,8000,,1200,,,,,4000,,si,,3,12,1,2,1,0,9,,2,,,1200,1,13,,,,,,,,1
7251,13,3,hijo/a sólo del jefe,2,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7252,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,ens. técnica,no,2,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,1200,1,,,,,,,,,1
7252,2,3,otros familiares,43,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,24,0,asalariado privado,si,4000,,,,,,,,,si,,3,13,1,9,1,0,9,,2,,3,,,,,,,,,,,1
7252,3,3,jefe,51,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado privado,no,4000,,,,,,,3000,,si,,3,10,1,9,1,0,9,,2,,,,,,,,,,,,,1
7253,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7253,2,3,jefe,69,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,99,0,asalariado privado,no,6000,,,,,,,2500,,si,,3,14,1,2,1,0,9,,2,,1,400,1,,,,,,,,,1
7253,3,3,cónyuge,57,mujer,casado/a,no asiste pero asistió,primario común,no,3,si,99,0,asalariado privado,no,4000,,,,,,,,,si,,3,10,1,2,1,0,9,,2,,1,,,,,,,,,,,1
7254,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,9,,1,2,3,,,,2,,,,,,,,,,,,,1
7254,2,3,jefe,40,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,3500,,,,,2500,,si,,9,15,1,2,2,,,20,2,,3,3700,1,4,5,,,,,,,1
7254,4,3,hijo/a sólo del jefe,17,mujer,soltero/a,asiste actualmente,ens. técnica,no,2,si,,,,,,,,,,,,,,si,,9,,1,2,3,,,,2,,,,,,,,,,,,,1
7254,5,3,hijo/a sólo del jefe,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,9,,1,2,,,,,,,,,,,,,,,,,,1
7254,6,3,hijo/a sólo del jefe,16,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,9,,1,2,3,,,,2,,,,,,,,,,,,,1
7255,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,4,,1,2,,,,,,,,,,,,,,,,,,1
7255,2,3,jefe,32,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,si,30,0,asalariado privado,si,5500,,1200,,,,,2000,,si,,4,24,1,2,1,0,9,,2,,3,1200,1,,,,,,,,,1
7256,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7256,2,3,jefe,40,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado privado,no,4500,,,,,,,2500,,si,,3,12,1,2,1,0,9,,2,,,1300,1,3,,,,,,,,1
7256,3,3,hijo/a sólo del jefe,9,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
7256,4,3,hijo/a sólo del jefe,18,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,50,0,asalariado privado,no,4000,,,,,,,,,si,,3,15,1,2,1,0,9,,2,,,,,,,,,,,,,1
7258,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,800,1,,,,,,,,,1
7258,2,3,cónyuge,52,mujer,casado/a,no asiste pero asistió,ens. técnica,no,4,si,,,,,,,,,,,,,,si,,3,17,1,2,6,,,,2,,,,,,,,,,,,,1
7258,5,3,jefe,64,hombre,casado/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,5000,,si,,3,15,1,2,2,,,30,2,,,,,,,,,,,,,1
7259,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,9,3,,,,2,,,,,,,,,,,,,1
7259,2,3,jefe,33,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado privado,no,4000,,,,,,,1500,,si,,3,14,1,9,1,0,9,,2,,,,,,,,,,,,,1
7259,3,3,otros familiares,34,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,30,0,asalariado privado,no,3000,,,,,,,,,si,,3,13,1,9,1,0,9,,2,,,1600,1,4,,,,,,,,1
7259,4,3,hijo/a de ambos,9,mujer,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,1,9,,,,,,,,,,,,,,,,,,1
7260,1,3,hijo/a sólo del jefe,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
7260,3,3,jefe,42,mujer,viudo/a,no asiste pero asistió,primario común,no,4,si,,,,,,,12000,,,,,4000,,si,,1,11,1,2,6,,,,2,,,1800,,,,,,,,,,1
7260,5,3,hijo/a sólo del jefe,22,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,30,0,asalariado público,si,4000,,,,,,,,,si,,1,15,1,2,1,0,9,,2,,,,,,,,,,,,,1
7260,6,3,hijo/a sólo del jefe,21,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,13,1,2,7,,,,2,,,,,,,,,,,,,1
7260,7,3,hijo/a sólo del jefe,8,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
7260,13,3,hijo/a sólo del jefe,1,hombre,soltero/a,no asiste pero asistió,preescolar,no,,si,,,,,,,,,,,,,,si,,1,99,1,2,,,,,,,,,,,,,,,,,,1
7261,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
7261,2,3,jefe,36,hombre,unido/a,no asiste pero asistió,secundaria,no,1,si,50,0,trab. cuenta propia con local,no,5000,,,,,,,2000,,si,,3,14,1,2,1,0,5,,2,,,1236,1,,,,,,,,,1
7261,3,3,cónyuge,33,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,50,0,trab. cuenta propia con local,no,6000,,,,,,,,,si,,1,12,1,2,1,0,5,,2,,,,,,,,,,,,,1
7262,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
7262,2,3,jefe,46,hombre,casado/a,no asiste pero asistió,ens. técnica,no,2,si,50,0,asalariado público,si,9000,,,,,,,4000,,si,,3,14,4,9,1,0,10,,2,,,700,1,5,,,,,,,6000,1
7262,3,3,cónyuge,47,mujer,casado/a,no asiste pero asistió,secundaria,no,5,si,36,0,asalariado público,si,14000,,,,,,,,,si,,3,18,4,9,1,0,1,,1,12,,,,,,,,,,,,1
7262,5,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
7263,1,3,hijo/a de ambos,14,mujer,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,14,2,2,7,,,,2,,,,,,,,,,,,,1
7263,2,3,jefe,51,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado público,si,4800,,,,,,,1500,,si,,1,14,1,2,1,0,1,,2,,3,2700,9,10,14,,,,,,,1
7263,3,3,cónyuge,47,mujer,casado/a,no asiste pero asistió,primario común,no,5,si,,,,,,,,,,,,,,si,,1,13,2,2,2,,,8,2,,,,,,,,,,,,,1
7263,4,3,hijo/a de ambos,21,mujer,soltero/a,no asiste pero asistió,ens. técnica,no,2,si,,,,,,,,,,,,,,si,,1,14,2,2,2,,,10,2,,,,,,,,,,,,,1
7263,7,3,hijo/a de ambos,17,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,13,2,2,2,,,10,2,,,,,,,,,,,,,1
7263,8,3,hijo/a de ambos,15,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,14,1,2,2,,,15,2,,,,,,,,,,,,,1
7263,9,3,hijo/a de ambos,13,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,1,12,2,2,,,,,,,,,,,,,,,,,,1
7263,10,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
7263,11,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,,2,2,3,,,,2,,,,,,,,,,,,,1
7263,12,3,hijo/a de ambos,21,mujer,soltero/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,,,si,,1,16,2,2,2,,,20,2,,,,,,,,,,,,,1
7264,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,,2,2,7,,,,2,,,,,,,,,,,,,1
7264,2,3,jefe,51,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado público,si,4800,,,,,,,1500,,si,,1,14,1,2,1,0,1,,2,,3,2700,9,10,14,,,,,,,1
7264,3,3,cónyuge,47,mujer,casado/a,no asiste pero asistió,primario común,no,5,si,,,,,,,,,,,,,,si,,1,13,2,2,2,,,8,2,,,,,,,,,,,,,1
7264,4,3,hijo/a de ambos,21,mujer,soltero/a,no asiste pero asistió,ens. técnica,no,2,si,,,,,,,,,,,,,,si,,1,14,2,2,2,,,10,2,,,,,,,,,,,,,1
7264,7,3,hijo/a de ambos,17,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,13,2,2,2,,,10,2,,,,,,,,,,,,,1
7264,8,3,hijo/a de ambos,15,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,14,1,2,2,,,15,2,,,,,,,,,,,,,1
7264,9,3,hijo/a de ambos,13,hombre,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,1,12,2,2,,,,,,,,,,,,,,,,,,1
7264,10,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
7264,11,3,hijo/a de ambos,14,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,99,2,2,3,,,,2,,,,,,,,,,,,,1
7264,12,3,hijo/a de ambos,21,mujer,soltero/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,,,si,,1,16,2,2,2,,,20,2,,,,,,,,,,,,,1
7266,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
7266,2,3,jefe,40,hombre,unido/a,no asiste pero asistió,ens. técnica,no,2,si,40,0,trab. cuenta propia sin local,no,4000,,,,,,,4000,,si,,3,15,1,2,1,0,7,,2,,,,,,,,,,,,,1
7266,3,3,otros familiares,33,mujer,unido/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,17,1,2,6,,,,2,,3,1200,1,,,,,,,,,1
7266,4,3,hijo/a sólo del jefe,20,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,40,0,trab. cuenta propia sin local,no,3000,,,,,,,,,si,,3,15,1,2,1,0,7,,2,,,,,,,,,,,,,1
7267,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
7267,2,3,jefe,42,hombre,unido/a,no asiste pero asistió,ens. técnica,no,3,si,40,0,asalariado privado,si,8000,,,,,,,2500,,si,,1,15,1,2,1,0,9,,2,,,,,,,,,,,,,1
7267,3,3,cónyuge,43,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,1,13,1,2,6,,,,2,,,,,,,,,,,,,1
7267,4,3,hijo/a de ambos,22,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,40,0,asalariado privado,no,6000,,,,,,,,,si,,1,12,1,2,1,0,9,,2,,3,2400,1,8,9,,,,,,,1
7267,5,3,hijo/a de ambos,20,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,1,19,1,2,3,,,,2,,,,,,,,,,,,,1
7267,7,3,hijo/a de ambos,17,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,1,16,1,2,3,,,,2,,,,,,,,,,,,,1
7267,8,3,hijo/a de ambos,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
7267,9,3,hijo/a de ambos,8,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
7268,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
7268,2,3,jefe,49,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,1,si,48,0,asalariado privado,no,12000,,,,,,,4000,,si,,3,14,1,2,1,0,9,,2,,,2551,1,7,8,,,,,,,1
7268,5,3,hijo/a sólo del jefe,27,hombre,soltero/a,no asiste pero asistió,secundaria,no,1,si,40,0,trab. cuenta propia con local,no,10000,,,,,,,,,si,,3,16,2,1,1,0,9,,2,,,,,,,,,,,,,1
7268,7,3,hijo/a sólo del jefe,10,mujer,soltero/a,asiste actualmente,primario común,no,3,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
7268,8,3,hijo/a sólo del jefe,7,mujer,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
7270,1,3,hijo/a de ambos,14,hombre,soltero/a,no asiste pero asistió,ens. técnica,no,1,si,,,,,,,,,,,,,,si,,3,14,1,2,7,,,,2,,,,,,,,,,,,,1
7270,2,3,cónyuge,35,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,12,1,2,6,,,,2,,,2044,1,4,5,,,,,,,1
7270,3,3,jefe,38,hombre,casado/a,no asiste pero asistió,primario común,si,6,si,48,0,asalariado privado,no,3000,,,,,,,5000,,si,,3,13,1,2,1,0,9,,2,,,,,,,,,,,,,1
7270,4,3,hijo/a de ambos,17,mujer,soltero/a,no asiste pero asistió,ens. técnica,no,1,si,,,,,,,,,,,,,,si,,3,17,1,2,7,,,,2,,,,,,,,,,,,,1
7270,5,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
